,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),219.65,-1.31,-3.34,205.75,-1.69,-4.65,247.04,-1.28,-3.27
World Government Bond Index (WGBI),715.65,-1.09,-3.04,856.25,-1.52,-4.77,854.40,-1.06,-2.96
World Government Bond Index - Developed Markets (WGBI  DM),710.44,-1.12,-3.11,854.57,-1.52,-4.83,855.74,-1.08,-3.03
World Government Bond Index - Extended (WGBI Extended),727.64,-1.04,-2.87,870.37,-1.50,-4.61,859.49,-1.01,-2.79
World Inflation-Linked Securities Index (WorldILSI),186.67,-1.32,-2.63,151.94,-2.19,-4.60,189.54,-1.27,-2.55
US Broad Investment-Grade Bond Index (USBIG),"1,702.90",-1.54,-3.44,"1,702.90",-1.54,-3.44,"1,702.90",-1.54,-3.44
US Treasury Index,"1,486.54",-1.25,-2.95,"1,486.54",-1.25,-2.95,"1,486.54",-1.25,-2.95
US High-Yield Market Index,"1,090.56",-2.48,-5.00,"1,090.56",-2.48,-5.00,"1,090.56",-2.48,-5.00
US High-Yield Cash Pay Index,"1,068.52",-2.49,-5.00,"1,068.52",-2.49,-5.00,"1,068.52",-2.49,-5.00
US High-Yield Market Capped Index,377.68,-2.46,-4.94,377.68,-2.46,-4.94,377.68,-2.46,-4.94
US High-Yield Cash Pay Capped Index,374.16,-2.46,-4.94,374.16,-2.46,-4.94,374.16,-2.46,-4.94
LATAM Government Bond Index (LATAMGBI),217.10,-0.63,-1.79,100.40,-3.27,-6.70,136.55,-0.62,-1.94
Euro Broad Investment-Grade Bond Index (EuroBIG),214.89,-1.28,-4.08,190.73,-2.29,-6.67,254.36,-1.20,-3.90
EMU Government Bond Index (EGBI),217.03,-1.30,-4.43,192.62,-2.31,-7.02,256.52,-1.21,-4.24
Eurodollar Bond Index,404.13,-1.80,-3.68,404.13,-1.80,-3.68,404.13,-1.80,-3.68
Eurosterling Bond Index,498.08,-0.87,-2.84,386.26,-2.55,-6.47,439.46,-0.80,-2.73
Euroyen Bond Index,184.99,-0.22,-0.24,137.86,0.05,-4.14,370.39,-0.20,-0.18
CEEMEA Government Bond Index (CEEMEAGBI),142.12,-0.90,-3.13,65.19,-2.71,-6.69,98.07,-0.86,-3.19
Middle East and North Africa Broad Bond Index (MENABBI),153.97,-1.41,-3.26,153.97,-1.41,-3.26,153.97,-1.41,-3.26
Asian Government Bond Index (AGBI),191.74,-0.40,-0.65,156.19,-1.11,-2.28,164.50,-0.39,-0.64
Asian Government Extended Bond Index (AGBI-Extended),181.25,-0.31,-0.58,178.96,-0.91,-1.98,140.95,-0.31,-0.60
AsiaPac Government Bond Index (APGBI),192.34,-0.37,-0.81,151.97,-1.18,-2.63,160.78,-0.35,-0.79
Asian Broad Bond Index (ABBI),200.05,-1.22,-2.27,200.05,-1.22,-2.27,200.05,-1.22,-2.27
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.19,-0.01,0.00,138.62,-0.64,-1.14,131.41,-0.02,-0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.11,-0.01,0.00,138.55,-0.64,-1.14,131.35,-0.02,-0.02
Dim Sum (Offshore CNY) Bond Index,150.00,0.00,0.12,145.62,-0.74,-1.34,117.97,-0.01,0.07
Australian Broad Investment-Grade Bond Index (AusBIG),290.12,0.02,-1.76,334.69,-1.71,-5.14,185.96,0.06,-1.67
Emerging Markets Government Bond Index (EMGBI),244.56,-0.25,-0.58,128.14,-1.19,-2.38,152.03,-0.25,-0.63
Emerging Markets Inflation-Linked Securities Index (EMILSI),479.34,-0.47,-0.40,167.14,-2.99,-6.35,200.70,-0.52,-0.76
Emerging Markets US Dollar Government Bond Index EMUSDGBI),745.67,-2.65,-5.54,745.67,-2.65,-5.54,745.67,-2.65,-5.54
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),796.58,-2.52,-5.33,796.58,-2.52,-5.33,796.58,-2.52,-5.33
Debt Capacity World Government Bond Index (DCWGBI),165.32,-1.01,-3.01,146.31,-1.77,-5.18,176.17,-0.96,-2.92
Time-Weighted US Fallen Angel Bond Index,732.54,-2.83,-5.12,732.54,-2.83,-5.12,732.54,-2.83,-5.12
