,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),228.46,-0.34,-3.00,215.26,-0.54,-5.59,256.67,-0.32,-2.91
World Government Bond Index (WGBI),745.01,-0.39,-2.61,898.59,-0.76,-6.00,888.34,-0.37,-2.50
World Government Bond Index - Developed Markets (WGBI  DM),740.57,-0.39,-2.63,897.98,-0.76,-6.01,890.80,-0.37,-2.52
World Government Bond Index - Extended (WGBI Extended),755.40,-0.35,-2.43,911.44,-0.76,-5.89,891.29,-0.34,-2.34
World Inflation-Linked Securities Index (WorldILSI),199.50,-0.13,-2.93,164.10,-0.34,-6.17,202.46,-0.10,-2.79
US Broad Investment-Grade Bond Index (USBIG),"1,760.03",-0.21,-3.51,"1,760.03",-0.21,-3.51,"1,760.03",-0.21,-3.51
US Treasury Index,"1,532.71",-0.26,-2.89,"1,532.71",-0.26,-2.89,"1,532.71",-0.26,-2.89
US High-Yield Market Index,"1,152.40",-0.11,-2.99,"1,152.40",-0.11,-2.99,"1,152.40",-0.11,-2.99
US High-Yield Cash Pay Index,"1,128.93",-0.12,-2.99,"1,128.93",-0.12,-2.99,"1,128.93",-0.12,-2.99
US High-Yield Market Capped Index,398.98,-0.12,-2.95,398.98,-0.12,-2.95,398.98,-0.12,-2.95
US High-Yield Cash Pay Capped Index,395.19,-0.12,-2.95,395.19,-0.12,-2.95,395.19,-0.12,-2.95
LATAM Government Bond Index (LATAMGBI),218.73,-0.11,-2.71,101.45,-0.61,-7.18,138.78,-0.11,-3.08
Euro Broad Investment-Grade Bond Index (EuroBIG),228.14,-0.71,-3.14,204.31,-0.72,-8.45,269.21,-0.67,-2.88
EMU Government Bond Index (EGBI),232.17,-0.85,-3.48,207.92,-0.86,-8.77,273.56,-0.80,-3.20
Eurodollar Bond Index,418.90,-0.17,-4.26,418.90,-0.17,-4.26,418.90,-0.17,-4.26
Eurosterling Bond Index,521.42,-0.47,-2.44,414.58,-0.98,-7.83,459.59,-0.43,-2.32
Euroyen Bond Index,185.48,0.01,-0.19,141.25,-2.05,-7.53,370.79,0.01,-0.12
CEEMEA Government Bond Index (CEEMEAGBI),147.74,-0.22,-1.83,69.40,-0.41,-8.35,102.40,-0.20,-1.97
Middle East and North Africa Broad Bond Index (MENABBI),159.65,0.00,-3.77,159.65,0.00,-3.77,159.65,0.00,-3.77
Asian Government Bond Index (AGBI),192.52,-0.01,-0.58,159.21,-0.70,-4.36,165.32,-0.01,-0.68
Asian Government Extended Bond Index (AGBI-Extended),182.66,-0.02,-0.75,183.29,-0.52,-3.88,142.28,-0.02,-0.87
AsiaPac Government Bond Index (APGBI),193.76,-0.02,-0.69,155.53,-0.69,-4.70,162.07,-0.02,-0.77
Asian Broad Bond Index (ABBI),205.28,-0.02,-2.60,205.28,-0.02,-2.60,205.28,-0.02,-2.60
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.19,-0.02,0.36,140.25,-0.86,-3.72,130.75,-0.02,0.18
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.12,-0.02,0.36,140.19,-0.86,-3.72,130.69,-0.02,0.18
Dim Sum (Offshore CNY) Bond Index,148.88,-0.07,-0.18,146.98,-1.12,-4.93,117.40,-0.07,-0.35
Australian Broad Investment-Grade Bond Index (AusBIG),298.82,-0.12,-1.55,352.15,-0.55,-7.24,191.27,-0.10,-1.42
Emerging Markets Government Bond Index (EMGBI),244.84,-0.11,-0.80,130.28,-0.74,-4.81,152.61,-0.11,-0.98
Emerging Markets Inflation-Linked Securities Index (EMILSI),471.84,-0.28,0.57,168.87,-0.45,-4.52,200.56,-0.29,-0.18
Emerging Markets US Dollar Government Bond Index EMUSDGBI),794.52,-0.18,-5.16,794.52,-0.18,-5.16,794.52,-0.18,-5.16
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),846.93,-0.23,-5.27,846.93,-0.23,-5.27,846.93,-0.23,-5.27
Debt Capacity World Government Bond Index (DCWGBI),172.10,-0.43,-2.56,153.98,-0.72,-6.53,183.19,-0.40,-2.45
Time-Weighted US Fallen Angel Bond Index,773.57,-0.15,-3.79,773.57,-0.15,-3.79,773.57,-0.15,-3.79
