,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.87,-0.19,-3.25,217.01,-0.48,-4.82,255.93,-0.18,-3.19
World Government Bond Index (WGBI),743.30,-0.12,-2.83,908.63,-0.46,-4.95,885.97,-0.10,-2.76
World Government Bond Index - Developed Markets (WGBI  DM),738.75,-0.12,-2.87,907.75,-0.45,-4.99,888.28,-0.10,-2.79
World Government Bond Index - Extended (WGBI Extended),753.57,-0.11,-2.66,922.09,-0.46,-4.79,888.86,-0.10,-2.60
World Inflation-Linked Securities Index (WorldILSI),200.30,0.41,-2.54,167.47,-0.26,-4.24,203.09,0.43,-2.49
US Broad Investment-Grade Bond Index (USBIG),"1,752.84",-0.16,-3.90,"1,752.84",-0.16,-3.90,"1,752.84",-0.16,-3.90
US Treasury Index,"1,528.02",0.01,-3.19,"1,528.02",0.01,-3.19,"1,528.02",0.01,-3.19
US High-Yield Market Index,"1,157.55",-0.52,-2.56,"1,157.55",-0.52,-2.56,"1,157.55",-0.52,-2.56
US High-Yield Cash Pay Index,"1,134.00",-0.52,-2.55,"1,134.00",-0.52,-2.55,"1,134.00",-0.52,-2.55
US High-Yield Market Capped Index,400.81,-0.51,-2.51,400.81,-0.51,-2.51,400.81,-0.51,-2.51
US High-Yield Cash Pay Capped Index,397.02,-0.51,-2.50,397.02,-0.51,-2.50,397.02,-0.51,-2.50
LATAM Government Bond Index (LATAMGBI),220.30,-0.24,-2.01,105.18,-1.69,-3.76,139.80,-0.23,-2.37
Euro Broad Investment-Grade Bond Index (EuroBIG),228.34,-0.34,-3.06,209.52,-0.98,-6.12,269.17,-0.31,-2.90
EMU Government Bond Index (EGBI),232.22,-0.34,-3.46,213.09,-0.98,-6.50,273.34,-0.31,-3.28
Eurodollar Bond Index,418.20,-0.44,-4.42,418.20,-0.44,-4.42,418.20,-0.44,-4.42
Eurosterling Bond Index,522.12,0.21,-2.31,428.59,-1.24,-4.72,459.82,0.24,-2.27
Euroyen Bond Index,185.44,-0.01,-0.21,144.02,0.02,-5.72,370.65,-0.01,-0.16
CEEMEA Government Bond Index (CEEMEAGBI),147.76,-0.07,-1.82,71.37,-0.97,-5.74,102.39,-0.06,-1.98
Middle East and North Africa Broad Bond Index (MENABBI),159.99,-0.58,-3.57,159.99,-0.58,-3.57,159.99,-0.58,-3.57
Asian Government Bond Index (AGBI),192.10,-0.09,-0.80,161.83,-0.50,-2.78,164.98,-0.10,-0.88
Asian Government Extended Bond Index (AGBI-Extended),182.33,-0.07,-0.92,185.53,-0.48,-2.70,142.05,-0.08,-1.03
AsiaPac Government Bond Index (APGBI),193.31,-0.13,-0.92,158.18,-0.70,-3.07,161.71,-0.13,-0.99
Asian Broad Bond Index (ABBI),204.98,-0.38,-2.75,204.98,-0.38,-2.75,204.98,-0.38,-2.75
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.15,-0.07,0.34,142.92,-0.64,-1.89,130.77,-0.07,0.19
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.08,-0.07,0.34,142.85,-0.64,-1.89,130.71,-0.07,0.19
Dim Sum (Offshore CNY) Bond Index,149.09,-0.05,-0.04,150.40,-0.81,-2.72,117.60,-0.05,-0.18
Australian Broad Investment-Grade Bond Index (AusBIG),297.99,-0.46,-1.83,360.11,-2.37,-5.15,190.66,-0.41,-1.73
Emerging Markets Government Bond Index (EMGBI),245.26,-0.11,-0.63,133.00,-0.75,-2.81,152.91,-0.11,-0.78
Emerging Markets Inflation-Linked Securities Index (EMILSI),472.91,-0.08,0.80,175.81,-1.96,-0.59,201.25,-0.10,0.16
Emerging Markets US Dollar Government Bond Index EMUSDGBI),798.62,-0.90,-4.67,798.62,-0.90,-4.67,798.62,-0.90,-4.67
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),853.52,-0.77,-4.53,853.52,-0.77,-4.53,853.52,-0.77,-4.53
Debt Capacity World Government Bond Index (DCWGBI),171.82,-0.15,-2.72,156.42,-0.69,-5.04,182.81,-0.13,-2.65
Time-Weighted US Fallen Angel Bond Index,777.68,-0.53,-3.28,777.68,-0.53,-3.28,777.68,-0.53,-3.28
